walmart-sales-dataset-of-45stores_4 columns
Weekly_Sales;Temperature;Fuel_Price;Unemployment
955451.16;67.84;3.058;14.099
1049357.36;81.39;2.941;14.099
1016039.71;90.84;2.949;14.099
956211.2;81.06;3.043;14.099
958007.69;87.27;3.084;14.099
951957.31;91.98;3.105;14.18
943506.28;90.37;3.1;14.18
916402.76;97.18;3.094;14.18
912403.67;99.22;3.112;14.18
913548.25;96.31;3.017;14.18
967576.95;92.95;3.123;14.18
928264.4;87.01;3.159;14.18
948447.34;92.81;3.041;14.18
1004516.46;93.19;3.129;14.18
1075758.55;83.12;3.087;14.18
903119.03;83.63;3.044;14.18
852882.61;82.45;3.028;14.18
851919.34;81.77;2.939;14.18
850936.26;85.2;3.001;14.313
918335.68;71.82;3.013;14.313
862419.84;75;2.976;14.313
857883.46;68.85;3.014;14.313
955294.7;61.09;3.016;14.313
929690.71;65.49;3.129;14.313
942475.24;57.79;3.13;14.313
894493.7;58.18;3.161;14.313
1601377.41;47.66;3.162;14.313
1069533.17;43.33;3.041;14.313
1121934.15;50.01;3.203;14.313
1295605.35;52.77;3.236;14.313
1768249.89;52.02;3.236;14.313
891736.91;45.64;3.148;14.313
910110.24;37.64;3.287;14.021
812011.8;43.15;3.312;14.021
802105.5;53.53;3.223;14.021
873119.06;50.74;3.342;14.021
1046068.17;45.14;3.348;14.021
1086421.57;51.3;3.381;14.021
1128485.1;53.35;3.43;14.021
1046203.72;48.45;3.53;14.021
1085248.21;51.72;3.674;14.021
997672.62;57.75;3.818;14.021
1009502.01;64.21;3.692;14.021
954107.32;54.4;3.909;14.021
1005463.49;63.63;3.772;13.736
998362.05;64.47;4.003;13.736
990951.77;57.63;3.868;13.736
1016019.47;72.12;4.134;13.736
994966.1;68.27;4.151;13.736
1021154.48;68.4;4.193;13.736
977033.5;70.93;4.202;13.736
924134.99;66.59;4.169;13.736
964332.51;76.67;4.087;13.736
970328.68;71.81;4.031;13.736
996937.95;78.72;3.981;13.736
986504.93;86.84;3.935;13.736
997282.75;88.95;3.898;13.736
961993.34;89.85;3.842;13.503
943717.38;89.9;3.705;13.503
936001.98;88.1;3.692;13.503
922231.92;91.17;3.794;13.503
890547.07;93.29;3.805;13.503
988712.52;90.61;3.803;13.503
955913.68;91.04;3.701;13.503
966817.24;91.74;3.743;13.503
1017593.47;94.61;3.74;13.503
1052051.45;93.66;3.798;13.503
922850.57;88;3.913;13.503
889290.23;76.36;3.918;13.503
871692.74;82.95;3.789;13.503
866401.45;83.26;3.877;13.503
951244.66;70.44;3.827;12.89
927600.01;67.31;3.805;12.89
938604.58;73.05;3.842;12.89
990926.38;67.41;3.727;12.89
1051944.79;59.77;3.828;12.89
1095091.53;48.76;3.824;12.89
970641.34;54.2;3.813;12.89
1591920.42;53.25;3.622;12.89
1071383.1;52.5;3.701;12.89
1189646.45;42.17;3.644;12.89
1293404.18;43.29;3.6;12.89
1617612.03;45.4;3.541;12.89
1111638.07;44.64;3.428;12.89
945823.65;50.43;3.599;12.187
865467.86;48.07;3.657;12.187
855922.64;46.2;3.66;12.187
888203.69;50.43;3.675;12.187
1058767.95;50.58;3.702;12.187
1199330.85;52.27;3.722;12.187
1240048.85;51.8;3.781;12.187
1112034.72;53.13;3.95;12.187
1147636.96;52.27;4.178;12.187
1113208.57;54.54;4.25;12.187
1088498.52;64.44;4.273;12.187
1045419.87;56.26;4.038;12.187
1025382.22;64.36;4.294;12.187
1128765.71;64.05;4.121;11.627
1083811.19;64.28;4.254;11.627
1006486.96;66.73;4.222;11.627
1004252.38;77.99;4.193;11.627
1073433.69;76.03;4.171;11.627
1041995.22;77.27;4.186;11.627
1020486.05;84.51;4.11;11.627
991514.21;83.84;4.293;11.627
981345.2;78.11;4.277;11.627
1086231.47;84.83;4.103;11.627
1019555.51;85.94;4.144;11.627
981386.25;91.61;4.014;11.627
943124.74;90.47;3.875;11.627
1014898.78;89.13;3.765;10.926
960312.75;95.61;3.723;10.926
941550.34;85.53;3.726;10.926
916967.92;93.47;3.769;10.926
958667.23;88.16;3.76;10.926
984689.9;95.91;3.811;10.926
1005003.12;94.87;4.002;10.926
1048101.39;85.32;4.055;10.926
1061943.49;89.78;4.093;10.926
955146.04;88.52;4.124;10.926
885892.37;83.64;4.133;10.926
922735.37;82.97;4.125;10.926
880415.67;81.22;3.966;10.926
979825.92;81.61;3.966;10.199
934917.47;71.74;4.468;10.199
960945.43;68.66;4.449;10.199
974697.6;65.95;4.301;10.199
1967220.53;31.53;2.666;8.316
2030933.46;33.16;2.671;8.316
1970274.64;35.7;2.654;8.316
1817850.32;29.98;2.667;8.316
1939980.43;40.65;2.681;8.316
1840686.94;37.62;2.733;8.316
1879794.89;42.49;2.782;8.316
1882095.98;41.48;2.819;8.316
2142482.14;42.15;2.842;8.107
1898321.33;38.97;2.877;8.107
1819660.44;50.39;2.915;8.107
1909330.77;55.66;2.936;8.107
1785823.37;48.33;2.941;8.107
2005478.46;44.42;2.948;8.107
1890273.44;50.15;2.962;8.107
1853657.6;57.71;2.95;8.107
1877358.86;53.11;2.908;8.107
2022705.22;59.85;2.871;8.107
2037880.96;65.24;2.841;8.107
2003435.31;58.41;2.819;8.107
1970340.25;71.83;2.82;8.107
2018314.71;78.82;2.814;7.951
1870843.9;71.33;2.802;7.951
1932231.05;77.79;2.791;7.951
1907351.2;82.27;2.797;7.951
1817887.23;78.94;2.797;7.951
1969121.45;81.24;2.802;7.951
1877592.55;74.93;2.837;7.951
1997397.63;76.34;2.85;7.951
1908278.27;75.31;2.854;7.951
1911852.58;65.71;2.868;7.951
1772143.94;65.74;2.87;7.951
1790279.74;66.84;2.875;7.951
1705655.09;68.22;2.872;7.951
1765584.48;68.74;2.853;7.795
1871924.07;63.03;2.841;7.795
1851431.06;54.12;2.845;7.795
1796949.59;56.89;2.849;7.795
1887895.07;45.12;2.841;7.795
1854967.66;49.96;2.831;7.795
1939964.63;42.55;2.831;7.795
1925393.91;42;2.842;7.795
2766400.05;28.22;2.83;7.795
2083379.89;25.8;2.812;7.795
2461468.35;36.78;2.817;7.795
2771646.81;35.21;2.842;7.795
3595903.2;34.9;2.846;7.795
1675292;26.79;2.868;7.795
1744544.39;16.94;2.891;7.47
1682316.31;20.6;2.903;7.47
1770177.37;34.8;2.934;7.47
1633663.12;31.64;2.96;7.47
1848186.58;23.35;2.974;7.47
1944438.9;30.83;3.034;7.47
2003480.59;40.85;3.062;7.47
1831933.95;33.17;3.12;7.47
1894960.68;34.23;3.23;7.47
1852432.58;41.28;3.346;7.47
1852443.78;44.69;3.407;7.47
1807545.43;42.38;3.435;7.47
1864238.64;42.49;3.487;7.193
1887465.04;42.75;3.547;7.193
1950994.04;41.72;3.616;7.193
2124316.34;47.55;3.655;7.193
1895583.12;43.85;3.683;7.193
1986380.4;47.75;3.744;7.193
1958823.56;52.4;3.77;7.193
1860923.55;52.12;3.802;7.193
1866369.93;54.62;3.778;7.193
1935593.87;52.76;3.752;7.193
1997816.98;61.39;3.732;7.193
2086433.49;63.35;3.704;7.193
2009163.08;66.38;3.668;7.193
2048035.74;74.29;3.613;6.877
2021699.38;77.3;3.563;6.877
1956813.31;75.59;3.553;6.877
1987089.36;78.5;3.563;6.877
1880785.69;77.62;3.574;6.877
2076231.8;75.56;3.595;6.877
1970341.38;75.95;3.606;6.877
2090340.98;76.68;3.578;6.877
2035244.54;81.53;3.57;6.877
1953628.82;77;3.58;6.877
1872921.31;70.19;3.619;6.877
1923223.82;67.54;3.641;6.877
1847430.96;63.6;3.648;6.877
1835662.69;68.28;3.623;6.877
2067232.56;60.62;3.592;6.392
1929659.07;51.74;3.567;6.392
1973544.27;54.66;3.579;6.392
1948733.81;47.41;3.567;6.392
2036317.54;43.51;3.538;6.392
2111592.09;33.8;3.513;6.392
2016323.51;40.65;3.489;6.392
2864170.61;38.89;3.445;6.392
2051315.66;33.94;3.389;6.392
2462779.06;24.82;3.341;6.392
2760346.71;27.85;3.282;6.392
3556766.03;24.76;3.186;6.392
1969056.91;31.53;3.119;6.392
1865752.78;33.8;3.08;6.104
1794962.64;25.61;3.056;6.104
1811606.21;32.71;3.047;6.104
1733983.09;34.32;3.058;6.104
1927780.74;31.39;3.077;6.104
2069284.57;33.73;3.116;6.104
2214477.06;36.57;3.119;6.104
1929768.03;35.38;3.145;6.104
1969742.76;32.36;3.242;6.104
1986445.65;38.24;3.38;6.104
2025582.62;52.5;3.529;6.104
1904421.74;47.83;3.671;6.104
1948982.7;53.2;3.734;6.104
2271614.76;48.85;3.793;5.965
2057637.86;51.7;3.833;5.965
1955689.12;50.24;3.845;5.965
1970121.65;64.8;3.842;5.965
1995994.51;54.41;3.831;5.965
2080764.17;56.47;3.809;5.965
2131900.55;65.17;3.808;5.965
2043349.41;62.39;3.801;5.965
2035431.39;61.11;3.788;5.965
2182437.9;68.4;3.776;5.965
2152229.11;65.97;3.756;5.965
2094373;72.89;3.737;5.965
2037663.71;82;3.681;5.965
2184980.35;79.23;3.63;5.765
2002750.99;83.68;3.595;5.765
2053089.32;75.69;3.556;5.765
1914430.53;80.42;3.537;5.765
2044148.23;81.99;3.512;5.765
2041019.92;81.69;3.509;5.765
2095769.18;79.4;3.545;5.765
2059458.25;77.37;3.582;5.765
2073855.42;79.18;3.624;5.765
2165796.31;70.65;3.689;5.765
1919917.03;68.55;3.749;5.765
1938379.66;67.96;3.821;5.765
1927664.11;64.8;3.821;5.765
2041918.74;61.79;3.815;5.621
1999079.44;55.1;3.797;5.621
2018010.15;52.06;3.781;5.621
2035189.66;46.97;3.755;5.621
2623469.95;27.31;2.784;8.992
1704218.84;27.73;2.773;8.992
2204556.7;31.27;2.745;8.992
2095591.63;34.89;2.754;8.992
2237544.75;37.13;2.777;8.992
2156035.06;45.8;2.818;8.992
2066219.3;48.79;2.844;8.992
2050396.27;54.36;2.854;8.992
2495630.51;47.74;2.85;8.899
2258781.28;65.45;2.869;8.899
2121788.61;54.28;2.899;8.899
2138144.91;53.47;2.902;8.899
2082355.12;53.15;2.921;8.899
2370116.52;70.75;2.966;8.899
2129771.13;54.26;2.982;8.899
2108187.1;62.62;2.958;8.899
2227152.16;69.27;2.899;8.899
2363601.47;75.93;2.847;8.899
2249570.04;69.71;2.809;8.899
2248645.59;72.62;2.78;8.899
2246179.91;79.32;2.808;8.899
2334788.42;76.61;2.815;8.743
2236209.13;82.45;2.793;8.743
2130287.27;77.84;2.783;8.743
2044155.39;81.46;2.771;8.743
2054843.28;79.78;2.781;8.743
2219813.5;77.17;2.784;8.743
2052984.81;78.44;2.805;8.743
2057138.31;76.01;2.779;8.743
2020332.07;71.36;2.755;8.743
2182563.66;78.37;2.715;8.743
2191767.76;70.87;2.699;8.743
1953539.85;66.55;2.706;8.743
1879891.13;68.59;2.713;8.743
1855703.66;70.58;2.707;8.724
2091663.2;56.49;2.764;8.724
1932162.63;58.61;2.868;8.724
1936621.09;53.15;2.917;8.724
1984768.34;61.3;2.921;8.724
2078417.47;45.65;2.917;8.724
2092189.06;46.14;2.931;8.724
1968462.58;50.02;3;8.724
2921709.71;46.15;3.039;8.724
2258489.63;40.93;3.046;8.724
2600519.26;30.54;3.109;8.724
2762861.41;30.51;3.14;8.724
3818686.45;30.59;3.141;8.724
1623716.46;29.67;3.179;8.724
1864746.1;34.32;3.193;8.549
1699095.9;24.78;3.205;8.549
1743188.87;30.55;3.229;8.549
1613718.38;24.05;3.237;8.549
1995891.87;28.73;3.231;8.549
1980405.03;30.3;3.239;8.549
2019031.67;40.7;3.245;8.549
1875708.88;35.78;3.274;8.549
2041215.61;38.65;3.433;8.549
1931104.67;45.01;3.582;8.549
1932491.42;46.66;3.631;8.549
1879451.23;41.76;3.625;8.549
1869110.55;37.27;3.638;8.521
2037798.88;48.71;3.72;8.521
1974960.86;53.69;3.821;8.521
2256461.39;53.04;3.892;8.521
1930617.64;66.18;3.962;8.521
2095599.93;58.21;4.046;8.521
2004330.3;60.38;4.066;8.521
1959967.8;62.28;4.062;8.521
2080694.24;69.7;3.985;8.521
2079899.47;76.38;3.922;8.521
2132446;73.88;3.881;8.521
2082083.34;69.32;3.842;8.521
2069523.52;74.85;3.804;8.521
2074668.19;74.04;3.748;8.625
2063401.06;77.49;3.711;8.625
1953544.76;78.47;3.76;8.625
1882070.88;82.33;3.811;8.625
1871021.01;81.31;3.829;8.625
2066020.69;78.22;3.842;8.625
1928773.82;77;3.812;8.625
1896873.99;72.98;3.747;8.625
2273470.62;72.55;3.704;8.625
1750891.47;70.63;3.703;8.625
2202742.9;71.48;3.738;8.625
1864637.89;69.17;3.742;8.625
1871555.64;63.75;3.711;8.625
1809989.29;70.66;3.645;8.625
2078796.76;55.82;3.583;8.523
1890870.75;63.82;3.541;8.523
2009004.59;59.6;3.57;8.523
2056846.12;51.78;3.569;8.523
2174056.71;43.92;3.551;8.523
2081534.65;47.65;3.53;8.523
1969360.72;51.34;3.53;8.523
2685351.81;48.71;3.492;8.523
2143080.57;50.19;3.452;8.523
2470581.29;46.57;3.415;8.523
2594363.09;39.93;3.413;8.523
3369068.99;42.27;3.389;8.523
1914148.89;37.79;3.389;8.523
1859144.96;35.88;3.422;8.424
1696248.27;41.18;3.513;8.424
1789113.32;31.85;3.533;8.424
1595362.27;37.93;3.567;8.424
1877410.36;42.96;3.617;8.424
2077256.24;37;3.64;8.424
2020550.99;36.85;3.695;8.424
1875040.16;42.86;3.739;8.424
1926004.99;41.55;3.816;8.424
2020839.31;45.52;3.848;8.424
1941040.5;50.56;3.862;8.424
1893447.71;59.45;3.9;8.424
1905033.01;50.04;3.953;8.424
2376022.26;49.73;3.996;8.567
1912909.69;51.83;4.044;8.567
1875686.44;63.13;4.027;8.567
1784029.95;53.2;4.004;8.567
1949354.29;55.21;3.951;8.567
1987531.05;61.24;3.889;8.567
1932233.17;66.3;3.848;8.567
2030869.61;67.21;3.798;8.567
2049485.49;74.48;3.742;8.567
2099615.88;64.3;3.689;8.567
1905733.68;71.93;3.62;8.567
1660228.88;74.22;3.564;8.567
1591835.02;75.22;3.506;8.567
1862128.95;82.99;3.475;8.684
1544422.35;79.97;3.523;8.684
1553250.16;78.89;3.567;8.684
1479514.66;77.2;3.647;8.684
1656886.46;76.58;3.654;8.684
1648570.03;78.65;3.722;8.684
1660433.3;75.71;3.807;8.684
1621841.33;72.62;3.834;8.684
1613342.19;75.09;3.867;8.684
1904512.34;75.7;3.911;8.684
1554794.22;67.87;3.948;8.684
1565352.46;65.32;4.038;8.684
1522512.2;64.88;3.997;8.684
1687592.16;64.89;3.985;8.667
1639585.61;54.47;4;8.667
1590274.72;56.47;3.969;8.667
1704357.62;58.85;3.882;8.667
652122.44;19.83;2.954;8.35
682447.1;22;2.94;8.35
660838.75;27.54;2.909;8.35
564883.2;29.87;2.91;8.35
605325.43;31.79;2.919;8.35
604173.59;41.39;2.938;8.35
593710.67;44.69;2.96;8.35
592111.49;39.53;2.963;8.35
718470.71;45.27;2.957;8.185
634605.77;57.77;2.992;8.185
641208.65;49.63;3.01;8.185
643097.6;46.54;3.021;8.185
570791.11;49.09;3.042;8.185
661348.88;63.16;3.095;8.185
594385.2;47.13;3.112;8.185
616598.1;59.09;3.096;8.185
744772.88;70.61;3.046;8.185
693192.5;69.99;3.006;8.185
619337.29;61.04;2.972;8.185
652329.53;65.83;2.942;8.185
672194.03;72.79;2.958;8.185
709337.11;66.13;2.958;8.099
691497.62;77.33;2.94;8.099
633203.69;72.83;2.933;8.099
598553.43;73.2;2.924;8.099
619224.06;72.04;2.932;8.099
639651.24;72.7;2.942;8.099
622437.08;72.17;2.923;8.099
637090.44;71.1;2.913;8.099
649791.15;65.07;2.885;8.099
638647.21;73.17;2.86;8.099
641965.2;62.36;2.837;8.099
583210.87;57.94;2.846;8.099
548542.47;62.53;2.837;8.099
566945.95;59.69;2.84;8.067
591603.79;52.19;2.903;8.067
577011.26;49.96;2.999;8.067
600395.73;47.1;3.049;8.067
598301.5;55.09;3.055;8.067
612987.64;40.29;3.049;8.067
619639.74;39.63;3.065;8.067
608200.81;44.1;3.138;8.067
1120018.92;40.71;3.186;8.067
754134.95;36;3.2;8.067
847294.04;23.97;3.255;8.067
983825.15;25.3;3.301;8.067
1368318.17;25.07;3.309;8.067
543754.17;26.54;3.336;8.067
509640.77;30.53;3.351;7.771
479424.2;19.53;3.367;7.771
487311.03;21.84;3.391;7.771
481119.6;19.61;3.402;7.771
556550.85;20.69;3.4;7.771
582864.35;21.64;3.416;7.771
649993.5;33.06;3.42;7.771
547564.09;20.87;3.452;7.771
573374.49;28.16;3.605;7.771
537035.28;34.27;3.752;7.771
551553.99;40.23;3.796;7.771
527389.28;32.63;3.789;7.771
542556.05;30.34;3.811;7.658
587370.81;40.94;3.895;7.658
607691.36;48.63;3.981;7.658
655318.26;41.37;4.061;7.658
560764.41;55.46;4.117;7.658
630522.67;49.87;4.192;7.658
630482.91;57.07;4.211;7.658
593941.9;57.19;4.202;7.658
636193.24;65.87;4.134;7.658
695396.19;69.8;4.069;7.658
642679.81;69.86;4.025;7.658
639928.85;63.9;3.989;7.658
656594.95;69.96;3.964;7.658
674669.16;67.43;3.916;7.806
635118.48;73.47;3.886;7.806
624114.56;73.34;3.915;7.806
607475.44;79.97;3.972;7.806
577511.02;74.67;4.004;7.806
607961.21;73.63;4.02;7.806
590836.37;70.63;3.995;7.806
599488.98;70.41;3.942;7.806
605413.17;69.19;3.906;7.806
649159.68;67.63;3.879;7.806
607593.51;67.59;3.93;7.806
545052.34;62.1;3.937;7.806
545570.86;59;3.899;7.806
521297.31;64.87;3.858;7.806
579068.88;51.24;3.775;7.866
537300.94;61.3;3.744;7.866
603318.89;51.67;3.757;7.866
589842.69;45.54;3.757;7.866
615121.78;43.39;3.738;7.866
618949.82;47.13;3.719;7.866
597856.51;46.53;3.717;7.866
1066478.1;41.1;3.689;7.866
699028.66;45.67;3.666;7.866
764565.55;38.53;3.627;7.866
870415.49;35.49;3.611;7.866
1182691.87;34.93;3.587;7.866
603460.79;31.44;3.566;7.866
516087.65;30.24;3.585;7.943
454183.42;36.26;3.666;7.943
492721.85;21.39;3.705;7.943
466045.63;30.87;3.737;7.943
523831.64;35.3;3.796;7.943
628218.22;31.91;3.826;7.943
598502.83;30.26;3.874;7.943
561137.06;33.18;3.917;7.943
541292.64;33.24;3.983;7.943
545120.67;36.97;4.021;7.943
570611.23;47.42;4.021;7.943
565481.88;58.92;4.054;7.943
557547.25;42.65;4.098;7.943
659950.36;40.01;4.143;8.15
558585.13;43.52;4.187;8.15
534780.57;54.47;4.17;8.15
527402.62;41.57;4.163;8.15
577868.38;51.04;4.124;8.15
579539.95;54.23;4.055;8.15
600050.98;58.84;4.029;8.15
693780.42;67.97;3.979;8.15
663971.26;67.61;3.915;8.15
611390.67;59.35;3.871;8.15
636737.65;67.7;3.786;8.15
687085.6;74.28;3.722;8.15
624099.48;68.91;3.667;8.15
678024.75;74.64;3.646;8.193
591335.5;72.62;3.689;8.193
592369.22;75.31;3.732;8.193
571190.83;73.9;3.82;8.193
590739.62;73.13;3.819;8.193
590453.63;73.99;3.863;8.193
579738.2;70.29;3.963;8.193
606210.77;66.98;3.997;8.193
610185.32;71.42;4.026;8.193
587259.82;71.61;4.076;8.193
527509.76;65.44;4.088;8.193
533161.64;60.34;4.203;8.193
553901.97;57.13;4.158;8.193
573498.64;59.57;4.151;7.992
551799.63;49.12;4.186;7.992
555652.77;52.89;4.153;7.992
558473.6;55.75;4.071;7.992
477409.3;19.79;2.58;7.039
472044.28;20.87;2.572;7.039
469868.7;21.13;2.55;7.039
443242.17;18.12;2.586;7.039
444181.85;27.92;2.62;7.039
445393.74;28.64;2.684;7.039
504307.35;33.45;2.692;7.039
483177.2;29.88;2.717;7.039
490503.69;36.19;2.725;6.842
424083.99;34.21;2.75;6.842
436312.41;45.69;2.765;6.842
370230.94;44.9;2.776;6.842
383550.93;37.75;2.766;6.842
403217.22;37.43;2.771;6.842
401770.9;41.26;2.788;6.842
435300.51;47.34;2.776;6.842
479430;52.08;2.737;6.842
516295.81;53.76;2.7;6.842
535587.31;62.63;2.684;6.842
540149.85;52.4;2.674;6.842
546554.96;62.37;2.715;6.842
610641.42;64.44;2.728;6.868
614253.33;61.79;2.711;6.868
586583.69;67.68;2.699;6.868
588344.18;70.67;2.691;6.868
562633.67;70.71;2.69;6.868
586936.45;67.42;2.69;6.868
543757.97;63.91;2.723;6.868
521516.96;63.59;2.732;6.868
581010.52;65.66;2.731;6.868
542087.89;58.02;2.773;6.868
537518.57;57.24;2.78;6.868
522049.52;56.55;2.8;6.868
511330.32;58.19;2.793;6.868
463977.54;59.39;2.759;6.986
442894.2;54.29;2.745;6.986
452169.28;45;2.762;6.986
541216.92;45.85;2.762;6.986
495022.51;35.76;2.748;6.986
446905.02;39.94;2.729;6.986
453632.76;34.04;2.737;6.986
458634.68;27.26;2.758;6.986
651837.77;23.46;2.742;6.986
512260.59;23.68;2.712;6.986
570103.64;32.02;2.728;6.986
648652.01;26.01;2.778;6.986
1004730.69;32.46;2.781;6.986
575317.38;19.66;2.829;6.986
573545.96;12.39;2.882;6.614
470365.59;17.46;2.911;6.614
462888.13;28.6;2.973;6.614
448391.99;20.8;3.008;6.614
479263.15;13.64;3.011;6.614
466806.89;15.02;3.037;6.614
491179.79;27.18;3.051;6.614
475201.64;26.15;3.101;6.614
484829.07;31.77;3.232;6.614
457504.35;29.36;3.372;6.614
497373.49;36.5;3.406;6.614
465279.68;32.61;3.414;6.614
459756.11;35.75;3.461;6.339
439276.5;38.04;3.532;6.339
427855.24;34.59;3.611;6.339
368600;40.74;3.636;6.339
378100.31;37.77;3.663;6.339
423805.22;38.64;3.735;6.339
410406.95;43.29;3.767;6.339
435397.19;43.95;3.828;6.339
444718.68;45.17;3.795;6.339
531080.31;54.08;3.763;6.339
600952.06;55.78;3.735;6.339
581546.23;58.34;3.697;6.339
569105.03;54.36;3.661;6.339
608737.56;63.59;3.597;6.338
634634.66;65;3.54;6.338
586841.77;65.16;3.532;6.338
581758.22;65.36;3.545;6.338
582381.95;66.84;3.547;6.338
592981.33;63.96;3.554;6.338
563884.47;67.09;3.542;6.338
554630.42;68.83;3.499;6.338
557312.01;67.51;3.485;6.338
580805.33;63.44;3.511;6.338
574622.56;56.99;3.566;6.338
539081.09;53.68;3.596;6.338
504856.97;50.39;3.581;6.338
450075.31;57.61;3.538;6.338
482926.93;48.91;3.498;6.232
498241.06;39.97;3.491;6.232
560104.16;46.99;3.548;6.232
505918.21;41.97;3.55;6.232
511059.95;33.43;3.527;6.232
513181.31;29.56;3.505;6.232
480353.64;31.73;3.479;6.232
712422.4;31.39;3.424;6.232
530492.84;27.83;3.378;6.232
574798.86;14.44;3.331;6.232
679481.9;22.5;3.266;6.232
950691.96;20.79;3.173;6.232
665861.06;23.91;3.119;6.232
564538.07;26.49;3.095;6.162
508520.09;19.55;3.077;6.162
474389.75;29.3;3.055;6.162
453979.19;28.17;3.038;6.162
475905.1;25.53;3.031;6.162
473766.97;23.69;3.103;6.162
494069.49;31.19;3.113;6.162
495720.3;26.21;3.129;6.162
464189.09;23.4;3.191;6.162
495951.66;28.16;3.286;6.162
520850.71;38.02;3.486;6.162
493503.89;38.7;3.664;6.162
485095.41;48.29;3.75;6.162
502662.07;48.93;3.854;6.169
450756.71;45.83;3.901;6.169
436221.26;43.61;3.936;6.169
398445.15;59.69;3.927;6.169
426959.62;51.34;3.903;6.169
479855;53.57;3.87;6.169
493506.47;56.74;3.837;6.169
518045.09;57.36;3.804;6.169
532311.93;58.97;3.764;6.169
603618.89;65.43;3.741;6.169
570045.79;65.36;3.723;6.169
581745.72;70.41;3.735;6.169
570162.28;77.31;3.693;6.169
641763.53;70.49;3.646;6.061
569005.06;70.29;3.613;6.061
565297.54;68.43;3.585;6.061
539337.87;69;3.57;6.061
584000.71;68.59;3.528;6.061
554036.84;70.24;3.509;6.061
521896.6;62.07;3.545;6.061
551152.15;61.44;3.558;6.061
551837.31;64.19;3.556;6.061
537138.58;60.09;3.596;6.061
526525.16;56.69;3.659;6.061
509942.56;56.48;3.765;6.061
469607.73;51.4;3.789;6.061
471281.68;50.46;3.779;5.847
491817.19;43.26;3.76;5.847
577198.97;40.59;3.75;5.847
475770.14;40.99;3.686;5.847
789036.02;23.11;2.666;6.548
841951.91;18.36;2.671;6.548
800714;25.06;2.654;6.548
749549.55;15.64;2.667;6.548
783300.05;31.58;2.681;6.548
763961.82;29.71;2.733;6.548
752034.52;33.96;2.782;6.548
793097.64;35.59;2.819;6.548
848521.17;36.94;2.842;6.635
770228.02;34.05;2.877;6.635
757738.76;45.22;2.915;6.635
977790.83;52.25;2.936;6.635
807798.73;43.82;2.941;6.635
843848.65;40.26;2.948;6.635
813756.09;47.28;2.962;6.635
826626.5;53.94;2.95;6.635
872817.62;48.19;2.908;6.635
876902.87;53.79;2.871;6.635
845252.21;57.14;2.841;6.635
877996.27;54.94;2.819;6.635
893995.44;62.64;2.82;6.635
958875.37;68.98;2.814;6.697
836915.92;62.41;2.802;6.697
876591.41;65.66;2.791;6.697
893504.87;69.66;2.797;6.697
833517.19;69.96;2.797;6.697
795301.17;70.53;2.802;6.697
759995.18;65.17;2.837;6.697
783929.7;67.04;2.85;6.697
802583.89;65.03;2.854;6.697
834373.73;57.86;2.868;6.697
1200888.28;56.28;2.87;6.697
871264.25;58.53;2.875;6.697
852876.29;58.39;2.872;6.697
829207.27;60.07;2.853;6.885
827738.06;58.06;2.841;6.885
838297.32;47.35;2.845;6.885
815093.76;47.95;2.849;6.885
861941.25;39.87;2.841;6.885
818434.49;42.54;2.831;6.885
855459.96;36.32;2.831;6.885
782252.57;36.31;2.842;6.885
1005448.76;19.03;2.83;6.885
926573.81;22.47;2.812;6.885
962475.55;31.64;2.817;6.885
1049372.38;25.13;2.842;6.885
1309226.79;26.58;2.846;6.885
635862.55;20.79;2.868;6.885
1083071.14;6.23;2.891;6.866
758510.36;16.57;2.903;6.866
755804.37;26.62;2.934;6.866
736335.69;22.16;2.96;6.866
816603.05;11.29;2.974;6.866
813211.46;14.19;3.034;6.866
860962.91;26.86;3.062;6.866
767256.53;24.36;3.12;6.866
816138.33;24.21;3.23;6.866
779602.36;32.42;3.346;6.866
778436.81;34.48;3.407;6.866
781267.76;36.71;3.435;6.866
795859.23;39.38;3.487;6.774
811855.72;39.16;3.547;6.774
825283.43;39.98;3.616;6.774
1060770.11;42.24;3.655;6.774
806979.15;40.14;3.683;6.774
882132.28;45.66;3.744;6.774
870625.49;49.26;3.77;6.774
844443.35;51.93;3.802;6.774
892056.64;51.04;3.778;6.774
895020.48;49.61;3.752;6.774
881190.46;54.57;3.732;6.774
894686.67;56.61;3.704;6.774
920719.98;60.99;3.668;6.774
940554.34;67.39;3.613;6.745
915064.22;70.6;3.563;6.745
902727.76;67.93;3.553;6.745
899044.34;69.82;3.563;6.745
861894.77;68.59;3.574;6.745
866184.92;65.71;3.595;6.745
800819.79;64.79;3.606;6.745
797523.04;67.59;3.578;6.745
837390.79;72.04;3.57;6.745
847380.07;69.31;3.58;6.745
1161900.18;61.94;3.619;6.745
1051116.95;61.48;3.641;6.745
895535.31;56.96;3.648;6.745
868191.05;61.4;3.623;6.745
918006.9;54.4;3.592;6.617
884042.63;47.69;3.567;6.617
877380.22;47.27;3.579;6.617
936508.43;41.89;3.567;6.617
927657.63;37.52;3.538;6.617
914759.2;27.61;3.513;6.617
877724.31;32.93;3.489;6.617
1225700.28;32.81;3.445;6.617
945267.68;26.47;3.389;6.617
976522.93;17.56;3.341;6.617
1067754.06;21.07;3.282;6.617
1289156.9;18.76;3.186;6.617
777207.3;26.73;3.119;6.617
1198104.22;27.64;3.08;6.403
873576.96;20.28;3.056;6.403
809272.65;27.26;3.047;6.403
