Weekly_Sales,Temperature
1380522.64,55.9
1564516.43,53.33
1843971.15,54.63
2306265.36,59.33
1172003.1,55.03
1178905.44,54.43
1194449.78,45.34
1187776.19,51.51
1100418.69,51.04
1422546.05,47.17
1419236.9,44.61
1554747.15,61.5
1323999.36,68.74
1399456.99,66.5
1314557.31,63.29
1391813.69,70.17
1229777.24,73.74
1258674.12,69.1
1327401.06,73.57
1312905.8,76.64
1388118.53,78.31
1357589.89,79.97
1331453.41,71.39
1277959.42,80.93
1239466.97,76.97
1216876.52,85.61
1343637,86.14
1314626.75,85.79
1337506.74,87.9
1254587.84,86.13
1297472.06,86.43
1334627.96,87.17
1266546.73,88.3
1290576.44,87.8
1212938.67,89.46
1403198.94,90.04
1354188.43,90.3
1484169.74,89.51
1304706.75,89.09
1297792.41,91.44
1249439.95,84.91
1270816.01,85.11
1235775.15,82.14
1190515.83,84.4
1346271.06,76.97
1286388.96,75.56
1325107.53,70.91
1310684.1,72.66
1458287.38,61.13
1366053.69,64.2
1315091.63,66.17
1848953.48,70.03
1399322.44,56.89
1646655.94,50.63
1783910.06,59.69
2213518.5,54.29
1352084.21,48.86
1283885.55,54.44
1264736.59,53.1
1207303.29,56.43
1162675.85,58.36
1376732.18,60.24
1574287.76,52.23
1569607.94,52.77
1379473.03,61.11
1438383.44,62.61
1413382.76,61.44
1441884.28,64.21
1300593.61,67.16
1300104.03,70.23
1596325.01,74.19
1472752.01,72.74
1315356.99,71.97
1236238.29,73.4
1370251.22,79.07
1300147.07,75.13
1352442.31,72.53
1297335.87,78.44
1361595.33,81.67
1414343.53,82.1
1417875.42,84.97
1355680.3,83.26
1297028.6,87.86
1461129.94,83.44
1320239.51,82.46
1344483.81,82.41
1272395.02,85.43
1399341.07,86.94
1388973.65,86.21
1421307.2,87.73
1409515.73,83.17
1372872.35,86.49
1304584.4,85.17
1267675.05,79.61
1326132.98,73.64
1227430.73,77.67
1422794.26,73.37
1311965.09,69.94
1232073.18,73.77
1200729.45,74.26
1100046.37,49.47
1117863.33,47.87
1095421.65,54.83
1048617.17,50.23
1077018.27,53.77
985594.23,50.11
972088.34,59.57
981615.81,60.06
1011822.3,59.84
1041238.87,59.25
957997.52,64.95
993833.44,64.55
954220.22,67.38
1043240.27,70.15
966054.97,68.44
958374.56,76.2
955451.16,67.84
1049357.36,81.39
1016039.71,90.84
956211.2,81.06
958007.69,87.27
951957.31,91.98
943506.28,90.37
916402.76,97.18
912403.67,99.22
913548.25,96.31
967576.95,92.95
928264.4,87.01
948447.34,92.81
1004516.46,93.19
1075758.55,83.12
903119.03,83.63
852882.61,82.45
851919.34,81.77
850936.26,85.2
918335.68,71.82
862419.84,75
857883.46,68.85
955294.7,61.09
929690.71,65.49
942475.24,57.79
894493.7,58.18
1601377.41,47.66
1069533.17,43.33
1121934.15,50.01
1295605.35,52.77
1768249.89,52.02
891736.91,45.64
910110.24,37.64
812011.8,43.15
802105.5,53.53
873119.06,50.74
1046068.17,45.14
1086421.57,51.3
1128485.1,53.35
1046203.72,48.45
1085248.21,51.72
997672.62,57.75
1009502.01,64.21
954107.32,54.4
1005463.49,63.63
998362.05,64.47
990951.77,57.63
1016019.47,72.12
994966.1,68.27
1021154.48,68.4
977033.5,70.93
924134.99,66.59
964332.51,76.67
970328.68,71.81
996937.95,78.72
986504.93,86.84
997282.75,88.95
961993.34,89.85
943717.38,89.9
936001.98,88.1
922231.92,91.17
890547.07,93.29
988712.52,90.61
955913.68,91.04
966817.24,91.74
1017593.47,94.61
1052051.45,93.66
922850.57,88
889290.23,76.36
871692.74,82.95
866401.45,83.26
951244.66,70.44
927600.01,67.31
938604.58,73.05
990926.38,67.41
1051944.79,59.77
1095091.53,48.76
970641.34,54.2
1591920.42,53.25
1071383.1,52.5
1189646.45,42.17
1293404.18,43.29
1617612.03,45.4
1111638.07,44.64
945823.65,50.43
865467.86,48.07
855922.64,46.2
888203.69,50.43
1058767.95,50.58
1199330.85,52.27
1240048.85,51.8
1112034.72,53.13
1147636.96,52.27
1113208.57,54.54
1088498.52,64.44
1045419.87,56.26
1025382.22,64.36
1128765.71,64.05
1083811.19,64.28
1006486.96,66.73
1004252.38,77.99
1073433.69,76.03
1041995.22,77.27
1020486.05,84.51
991514.21,83.84
981345.2,78.11
1086231.47,84.83
1019555.51,85.94
981386.25,91.61
943124.74,90.47
1014898.78,89.13
960312.75,95.61
941550.34,85.53
916967.92,93.47
958667.23,88.16
984689.9,95.91
1005003.12,94.87
1048101.39,85.32
1061943.49,89.78
955146.04,88.52
885892.37,83.64
922735.37,82.97
880415.67,81.22
979825.92,81.61
934917.47,71.74
960945.43,68.66
974697.6,65.95
1967220.53,31.53
2030933.46,33.16
1970274.64,35.7
1817850.32,29.98
1939980.43,40.65
1840686.94,37.62
1879794.89,42.49
1882095.98,41.48
2142482.14,42.15
1898321.33,38.97
1819660.44,50.39
1909330.77,55.66
1785823.37,48.33
2005478.46,44.42
1890273.44,50.15
1853657.6,57.71
1877358.86,53.11
2022705.22,59.85
2037880.96,65.24
2003435.31,58.41
1970340.25,71.83
2018314.71,78.82
1870843.9,71.33
1932231.05,77.79
1907351.2,82.27
1817887.23,78.94
1969121.45,81.24
1877592.55,74.93
1997397.63,76.34
1908278.27,75.31
1911852.58,65.71
1772143.94,65.74
1790279.74,66.84
1705655.09,68.22
1765584.48,68.74
1871924.07,63.03
1851431.06,54.12
1796949.59,56.89
1887895.07,45.12
1854967.66,49.96
1939964.63,42.55
1925393.91,42
2766400.05,28.22
2083379.89,25.8
2461468.35,36.78
2771646.81,35.21
3595903.2,34.9
1675292,26.79
1744544.39,16.94
1682316.31,20.6
1770177.37,34.8
1633663.12,31.64
1848186.58,23.35
1944438.9,30.83
2003480.59,40.85
1831933.95,33.17
1894960.68,34.23
1852432.58,41.28
1852443.78,44.69
1807545.43,42.38
1864238.64,42.49
1887465.04,42.75
1950994.04,41.72
2124316.34,47.55
1895583.12,43.85
1986380.4,47.75
1958823.56,52.4
1860923.55,52.12
1866369.93,54.62
1935593.87,52.76
1997816.98,61.39
2086433.49,63.35
2009163.08,66.38
2048035.74,74.29
2021699.38,77.3
1956813.31,75.59
1987089.36,78.5
1880785.69,77.62
2076231.8,75.56
1970341.38,75.95
2090340.98,76.68
2035244.54,81.53
1953628.82,77
1872921.31,70.19
1923223.82,67.54
1847430.96,63.6
1835662.69,68.28
2067232.56,60.62
1929659.07,51.74
1973544.27,54.66
1948733.81,47.41
2036317.54,43.51
2111592.09,33.8
2016323.51,40.65
2864170.61,38.89
2051315.66,33.94
2462779.06,24.82
2760346.71,27.85
3556766.03,24.76
1969056.91,31.53
1865752.78,33.8
1794962.64,25.61
1811606.21,32.71
1733983.09,34.32
1927780.74,31.39
2069284.57,33.73
2214477.06,36.57
1929768.03,35.38
1969742.76,32.36
1986445.65,38.24
2025582.62,52.5
1904421.74,47.83
1948982.7,53.2
2271614.76,48.85
2057637.86,51.7
1955689.12,50.24
1970121.65,64.8
1995994.51,54.41
2080764.17,56.47
2131900.55,65.17
2043349.41,62.39
2035431.39,61.11
2182437.9,68.4
2152229.11,65.97
2094373,72.89
2037663.71,82
2184980.35,79.23
2002750.99,83.68
2053089.32,75.69
1914430.53,80.42
2044148.23,81.99
2041019.92,81.69
2095769.18,79.4
2059458.25,77.37
2073855.42,79.18
2165796.31,70.65
1919917.03,68.55
1938379.66,67.96
1927664.11,64.8
2041918.74,61.79
1999079.44,55.1
2018010.15,52.06
2035189.66,46.97
2623469.95,27.31
1704218.84,27.73
2204556.7,31.27
2095591.63,34.89
2237544.75,37.13
2156035.06,45.8
2066219.3,48.79
2050396.27,54.36
2495630.51,47.74
2258781.28,65.45
2121788.61,54.28
2138144.91,53.47
2082355.12,53.15
2370116.52,70.75
2129771.13,54.26
2108187.1,62.62
2227152.16,69.27
2363601.47,75.93
2249570.04,69.71
2248645.59,72.62
2246179.91,79.32
2334788.42,76.61
2236209.13,82.45
2130287.27,77.84
2044155.39,81.46
2054843.28,79.78
2219813.5,77.17
2052984.81,78.44
2057138.31,76.01
2020332.07,71.36
2182563.66,78.37
2191767.76,70.87
1953539.85,66.55
1879891.13,68.59
1855703.66,70.58
2091663.2,56.49
1932162.63,58.61
1936621.09,53.15
1984768.34,61.3
2078417.47,45.65
2092189.06,46.14
1968462.58,50.02
2921709.71,46.15
2258489.63,40.93
2600519.26,30.54
2762861.41,30.51
3818686.45,30.59
1623716.46,29.67
1864746.1,34.32
1699095.9,24.78
1743188.87,30.55
1613718.38,24.05
1995891.87,28.73
1980405.03,30.3
2019031.67,40.7
1875708.88,35.78
2041215.61,38.65
1931104.67,45.01
1932491.42,46.66
1879451.23,41.76
1869110.55,37.27
2037798.88,48.71
1974960.86,53.69
2256461.39,53.04
1930617.64,66.18
2095599.93,58.21
2004330.3,60.38
1959967.8,62.28
2080694.24,69.7
2079899.47,76.38
2132446,73.88
2082083.34,69.32
2069523.52,74.85
2074668.19,74.04
2063401.06,77.49
1953544.76,78.47
1882070.88,82.33
1871021.01,81.31
2066020.69,78.22
1928773.82,77
1896873.99,72.98
2273470.62,72.55
1750891.47,70.63
2202742.9,71.48
1864637.89,69.17
1871555.64,63.75
1809989.29,70.66
2078796.76,55.82
1890870.75,63.82
2009004.59,59.6
2056846.12,51.78
2174056.71,43.92
2081534.65,47.65
1969360.72,51.34
2685351.81,48.71
2143080.57,50.19
2470581.29,46.57
2594363.09,39.93
3369068.99,42.27
1914148.89,37.79
1859144.96,35.88
1696248.27,41.18
1789113.32,31.85
1595362.27,37.93
1877410.36,42.96
2077256.24,37
2020550.99,36.85
1875040.16,42.86
1926004.99,41.55
2020839.31,45.52
1941040.5,50.56
1893447.71,59.45
1905033.01,50.04
2376022.26,49.73
1912909.69,51.83
1875686.44,63.13
1784029.95,53.2
1949354.29,55.21
1987531.05,61.24
1932233.17,66.3
2030869.61,67.21
2049485.49,74.48
2099615.88,64.3
1905733.68,71.93
1660228.88,74.22
1591835.02,75.22
1862128.95,82.99
1544422.35,79.97
1553250.16,78.89
1479514.66,77.2
1656886.46,76.58
1648570.03,78.65
1660433.3,75.71
1621841.33,72.62
1613342.19,75.09
1904512.34,75.7
1554794.22,67.87
1565352.46,65.32
1522512.2,64.88
1687592.16,64.89
1639585.61,54.47
1590274.72,56.47
1704357.62,58.85
652122.44,19.83
682447.1,22
660838.75,27.54
564883.2,29.87
605325.43,31.79
604173.59,41.39
593710.67,44.69
592111.49,39.53
718470.71,45.27
634605.77,57.77
641208.65,49.63
643097.6,46.54
570791.11,49.09
661348.88,63.16
594385.2,47.13
616598.1,59.09
744772.88,70.61
693192.5,69.99
619337.29,61.04
652329.53,65.83
672194.03,72.79
709337.11,66.13
691497.62,77.33
633203.69,72.83
598553.43,73.2
619224.06,72.04
639651.24,72.7
622437.08,72.17
637090.44,71.1
649791.15,65.07
638647.21,73.17
641965.2,62.36
583210.87,57.94
548542.47,62.53
566945.95,59.69
591603.79,52.19
577011.26,49.96
600395.73,47.1
598301.5,55.09
612987.64,40.29
619639.74,39.63
608200.81,44.1
1120018.92,40.71
754134.95,36
847294.04,23.97
983825.15,25.3
1368318.17,25.07
543754.17,26.54
509640.77,30.53
479424.2,19.53
487311.03,21.84
481119.6,19.61
556550.85,20.69
582864.35,21.64
649993.5,33.06
547564.09,20.87
573374.49,28.16
537035.28,34.27
551553.99,40.23
527389.28,32.63
542556.05,30.34
587370.81,40.94
607691.36,48.63
655318.26,41.37
560764.41,55.46
630522.67,49.87
630482.91,57.07
593941.9,57.19
636193.24,65.87
695396.19,69.8
642679.81,69.86
639928.85,63.9
656594.95,69.96
674669.16,67.43
635118.48,73.47
624114.56,73.34
607475.44,79.97
577511.02,74.67
607961.21,73.63
590836.37,70.63
599488.98,70.41
605413.17,69.19
649159.68,67.63
607593.51,67.59
545052.34,62.1
545570.86,59
521297.31,64.87
579068.88,51.24
537300.94,61.3
603318.89,51.67
589842.69,45.54
615121.78,43.39
618949.82,47.13
597856.51,46.53
1066478.1,41.1
699028.66,45.67
764565.55,38.53
870415.49,35.49
1182691.87,34.93
603460.79,31.44
516087.65,30.24
454183.42,36.26
492721.85,21.39
466045.63,30.87
523831.64,35.3
628218.22,31.91
598502.83,30.26
561137.06,33.18
541292.64,33.24
545120.67,36.97
570611.23,47.42
565481.88,58.92
557547.25,42.65
659950.36,40.01
558585.13,43.52
534780.57,54.47
527402.62,41.57
577868.38,51.04
579539.95,54.23
600050.98,58.84
693780.42,67.97
663971.26,67.61
611390.67,59.35
636737.65,67.7
687085.6,74.28
624099.48,68.91
678024.75,74.64
591335.5,72.62
592369.22,75.31
571190.83,73.9
590739.62,73.13
590453.63,73.99
579738.2,70.29
606210.77,66.98
610185.32,71.42
587259.82,71.61
527509.76,65.44
533161.64,60.34
553901.97,57.13
573498.64,59.57
551799.63,49.12
555652.77,52.89
558473.6,55.75
477409.3,19.79
472044.28,20.87
469868.7,21.13
443242.17,18.12
444181.85,27.92
445393.74,28.64
504307.35,33.45
483177.2,29.88
490503.69,36.19
424083.99,34.21
436312.41,45.69
370230.94,44.9
383550.93,37.75
403217.22,37.43
401770.9,41.26
435300.51,47.34
479430,52.08
516295.81,53.76
535587.31,62.63
540149.85,52.4
546554.96,62.37
610641.42,64.44
614253.33,61.79
586583.69,67.68
588344.18,70.67
562633.67,70.71
586936.45,67.42
543757.97,63.91
521516.96,63.59
581010.52,65.66
542087.89,58.02
537518.57,57.24
522049.52,56.55
511330.32,58.19
463977.54,59.39
442894.2,54.29
452169.28,45
541216.92,45.85
495022.51,35.76
446905.02,39.94
453632.76,34.04
458634.68,27.26
651837.77,23.46
512260.59,23.68
570103.64,32.02
648652.01,26.01
1004730.69,32.46
575317.38,19.66
573545.96,12.39
470365.59,17.46
462888.13,28.6
448391.99,20.8
479263.15,13.64
466806.89,15.02
491179.79,27.18
475201.64,26.15
484829.07,31.77
457504.35,29.36
497373.49,36.5
465279.68,32.61
459756.11,35.75
439276.5,38.04
427855.24,34.59
368600,40.74
378100.31,37.77
423805.22,38.64
410406.95,43.29
435397.19,43.95
444718.68,45.17
531080.31,54.08
600952.06,55.78
581546.23,58.34
569105.03,54.36
608737.56,63.59
634634.66,65
586841.77,65.16
581758.22,65.36
582381.95,66.84
592981.33,63.96
563884.47,67.09
554630.42,68.83
557312.01,67.51
580805.33,63.44
574622.56,56.99
539081.09,53.68
504856.97,50.39
450075.31,57.61
482926.93,48.91
498241.06,39.97
560104.16,46.99
505918.21,41.97
511059.95,33.43
513181.31,29.56
480353.64,31.73
712422.4,31.39
530492.84,27.83
574798.86,14.44
679481.9,22.5
950691.96,20.79
665861.06,23.91
564538.07,26.49
508520.09,19.55
474389.75,29.3
453979.19,28.17
475905.1,25.53
473766.97,23.69
494069.49,31.19
495720.3,26.21
464189.09,23.4
495951.66,28.16
520850.71,38.02
493503.89,38.7
485095.41,48.29
502662.07,48.93
450756.71,45.83
436221.26,43.61
398445.15,59.69
426959.62,51.34
479855,53.57
493506.47,56.74
518045.09,57.36
532311.93,58.97
603618.89,65.43
570045.79,65.36
581745.72,70.41
570162.28,77.31
641763.53,70.49
569005.06,70.29
565297.54,68.43
539337.87,69
584000.71,68.59
554036.84,70.24
521896.6,62.07
551152.15,61.44
551837.31,64.19
537138.58,60.09
526525.16,56.69
509942.56,56.48
469607.73,51.4
471281.68,50.46
491817.19,43.26
577198.97,40.59
475770.14,40.99
789036.02,23.11
841951.91,18.36
800714,25.06
749549.55,15.64
783300.05,31.58
763961.82,29.71
752034.52,33.96
793097.64,35.59
848521.17,36.94
770228.02,34.05
757738.76,45.22
977790.83,52.25
807798.73,43.82
843848.65,40.26
813756.09,47.28
826626.5,53.94
872817.62,48.19
876902.87,53.79
845252.21,57.14
877996.27,54.94
893995.44,62.64
958875.37,68.98
836915.92,62.41
876591.41,65.66
893504.87,69.66
833517.19,69.96
795301.17,70.53
759995.18,65.17
783929.7,67.04
802583.89,65.03
834373.73,57.86
1200888.28,56.28
871264.25,58.53
852876.29,58.39
829207.27,60.07
827738.06,58.06
838297.32,47.35
815093.76,47.95
861941.25,39.87
818434.49,42.54
855459.96,36.32
782252.57,36.31
1005448.76,19.03
926573.81,22.47
962475.55,31.64
1049372.38,25.13
1309226.79,26.58
635862.55,20.79
1083071.14,6.23
758510.36,16.57
755804.37,26.62
736335.69,22.16
816603.05,11.29
813211.46,14.19
860962.91,26.86
767256.53,24.36
816138.33,24.21
779602.36,32.42
778436.81,34.48
781267.76,36.71
795859.23,39.38
811855.72,39.16
825283.43,39.98
1060770.11,42.24
806979.15,40.14
882132.28,45.66
870625.49,49.26
844443.35,51.93
892056.64,51.04
895020.48,49.61
881190.46,54.57
894686.67,56.61
920719.98,60.99
940554.34,67.39
915064.22,70.6
902727.76,67.93
899044.34,69.82
861894.77,68.59
866184.92,65.71
800819.79,64.79
797523.04,67.59
837390.79,72.04
847380.07,69.31
1161900.18,61.94
1051116.95,61.48
895535.31,56.96
868191.05,61.4
918006.9,54.4
884042.63,47.69
877380.22,47.27
936508.43,41.89
927657.63,37.52
914759.2,27.61
877724.31,32.93
1225700.28,32.81
945267.68,26.47
976522.93,17.56
1067754.06,21.07
1289156.9,18.76
777207.3,26.73
1198104.22,27.64
873576.96,20.28
809272.65,27.26
769522.33,29.99
864852.85,26.26
880165.7,23.63
927084.65,30.76
843864.43,30.01
856178.47,26.28
860224.98,32.02
853136.46,43.69
851762.28,40.69
872469.03,45.29
986922.62,43.92
877055.32,46.94
1119979.98,47.69
925916.65,59.11
930121.14,48.86
944100.3,49.96
968816.33,59.67
984881.59,55.69
938914.28,54.13
987990.24,60.51
964169.67,56.67
981210.57,62.9
982322.24,71.14
1046782.52,68.91
960746.04,72.94
944698.7,70.59
907493.24,74.2
877813.33,72.94
849074.04,73.29
844928.17,70.98
924299.78,68.89
865924.2,68.07
1255633.29,61.99
1071040.22,59.64
938303.28,58.43
972716.24,57.77
952609.17,52.81
919878.34,44.82
957356.84,48.16
943465.29,39.94
1205307.5,21.33
1187880.7,26.41
1150663.42,30.91
1068157.45,35.42
1179738.5,37.17
1138800.32,42.39
1087507.47,45.42
1092704.09,47.55
1254107.84,45.63
1174447.55,59.91
1135577.62,50.26
1132433.55,50.3
1060446.16,51.12
1222255.47,65.64
1092616.49,49.9
1101621.36,60.27
1256282.79,69.12
1271311.76,70.28
1173521.82,64.08
1183225.92,65.96
1220983.17,74.04
1257928.35,71.22
1171391.41,79.75
1115514.61,76.9
1032908.23,75.71
1078557.62,75.79
1166117.85,73.67
1084722.78,74.19
1141860.67,71.76
1214302.76,67.05
1187359.77,75.42
1011201.12,67.09
997998.21,60.94
950862.92,64.82
948977.5,67.76
1107432.71,54.73
1029618.1,52.02
1052120.43,47.12
1038576.54,55.85
1089530.94,42.05
1081322.12,43.17
1045722.37,45.26
1653759.36,40.81
1211026.13,37.09
1416168.98,25.64
1588430.71,27.4
2027507.15,28.16
887907.01,26.1
933960.3,30.1
777175.28,22.69
891148.55,22.55
849540.85,14.84
1055841.24,20.79
1122053.58,24.3
1095058.57,31.59
1005983.31,26.15
1063310.62,28.49
1002714.25,38.4
945889.59,41.12
944523.3,36.65
938083.17,35.06
1018541.3,43.32
988157.72,49.91
1105860.06,45.99
974114.39,58.82
1065427.37,54.17
993172.98,58.48
994610.43,57.55
1065214.14,64.6
1178039,70.9
1044079.2,69.49
1045859.39,63.23
1056478.65,67.41
1087051.26,69.75
1048802.62,73.12
974916.13,74.36
991262.46,78.68
954148.64,73.85
1002806.39,74.58
928470.83,73.57
932679.79,69.24
1147906.46,70.32
540922.94,68.23
951549.61,68.11
845715.37,66.23
853073.17,60.44
847348.08,69.01
1019741.1,54.65
953533.95,60.26
1048212.62,55.83
1106642.63,45.61
1100625.06,38.29
1079931.63,45.69
1056992.18,47.88
1624170.99,41.97
1188047.61,46.25
1368471.23,42.36
1516924.23,35.52
1882393.4,35.78
1010562.49,32.36
977286.07,31.27
890130.25,35.25
937522.77,24.2
825584.22,30.44
1049772.04,37.62
1161615.51,32.83
1115985.81,32.87
1037861.11,36.34
1047178.91,33.59
1084894.47,38.1
1022018.43,45.84
1031139.3,58.06
1009121.2,45.35
1200815.3,43.8
998443.5,47.75
1025813.8,60.88
961186.23,50.43
1050027.89,49.66
1060433.1,57.44
1047444.59,62.31
1088446.58,65.48
1118313.7,71.42
1110479.94,59.1
1057425.83,66.58
1080357.89,70.92
1097006.3,70.17
1158247.31,76.08
1024784.92,75.09
1033543.56,77.43
924506.26,72.97
1052066.58,72.67
967304.07,75.7
1048134.24,73.25
1145840.91,68.52
1117097.23,70.09
1083521.24,71.85
960476.1,64.45
971386.65,60.23
1002856.2,58.24
1092204.79,59.68
1074079,50.97
1048706.75,51.96
1127516.25,56.09
1507637.17,20.96
1536549.95,23.22
1515976.11,28.57
1373270.06,30.33
1495844.57,32.92
1467889.2,39.06
1332940.35,43.74
1427023.45,39.07
1642970.27,45.26
1489613.32,55.66
1460354.67,49.67
1456793.33,46.87
1405065.57,49.89
1566219.77,62.54
1437319.45,46.53
1377716.17,57.53
1648882.62,68.85
1519013.49,68.88
1410683.94,61.64
1457314.39,66.25
1450407.32,72.3
1549018.68,66.25
1577541.24,78.22
1412157.02,74.6
1372043.71,74.68
1366395.96,72.83
1492060.89,74.2
1418027.08,72.71
1419383.19,72.22
1557888.16,66.4
1623519.64,74.69
1591453.39,63.36
1386789.31,58.68
1318343.58,63.43
1379456.3,59.91
1428960.72,53.74
1369317.63,51.32
1357154.71,48.45
1404576.48,56.11
1435379.25,41.78
1490235.86,40.3
1377593.1,44.22
1993367.83,42.62
1615987.96,36.64
1799070.98,25.12
1911967.44,26.83
2678206.42,26.05
1275146.94,28.65
1224175.99,31.34
1181204.53,21.68
1212967.84,22.8
1284185.49,20.66
1370562.11,21.02
1430851.11,21.79
1457270.16,34.74
1296658.47,23.24
1433569.44,29.28
1351450.43,35.59
1257972.37,40.32
1266564.94,33.26
1305950.22,30.68
1419911.91,41.26
1392093.04,48.67
1514288.82,41.66
1297237.7,54.23
1451953.95,50.43
1429143.06,54.2
1355234.3,52.8
1388553.11,63.2
1457345.75,66.01
1467473.63,68.26
1418973.62,64.02
1440785.7,68.4
1462731.93,67.64
1465489.75,73.2
1391580.41,73.7
1377119.45,79.37
1298775.8,74.86
1408968.55,73.84
1360969.45,70.92
1391792.69,71.14
1547729.24,69.34
1609951.02,69.27
1566712.79,68.28
1365633.53,62.76
1300375.76,61.32
1330757.22,64.99
1461718.87,53.1
1318905.53,61.86
1374863.1,52.05
1396612.36,46.49
1480289.64,44.97
1502078.93,48.22
1411835.57,48.21
1974646.78,42.75
1484708.38,45.67
1713769.06,40.18
1852179.15,37.07
2480159.47,36.09
1405168.06,31.65
1266570.4,31.84
1182198.7,37.08
1237104.73,23.44
1279623.26,32.41
1345311.65,36.22
1499496.67,32.61
1424720.27,30.95
1352470.09,33.91
1308977.05,34.83
1358816.46,38.15
1312849.1,48.2
1342254.55,56.72
1327139.35,43.47
1631737.68,40.23
1365098.46,44.42
1255087.26,55.2
1285897.24,42.45
1405007.44,50.76
1442873.22,55.33
1366937.1,58.81
1485540.28,67.79
1450733.29,68.18
1390122.11,60.19
1440263.15,68.19
1468350.36,75.83
1379652.65,69.92
1557120.44,76.07
1321741.35,73.17
1317672.92,76.17
1248915.43,74.43
1342123.78,73.41
1408907.89,74.45
1375101.26,69.83
1544653.37,66.66
1542719.87,71.85
1497073.82,72.2
1370653.41,65.08
1338572.29,60.62
1338299.02,56.81
1408016.1,59.86
1352809.5,48.29
1321102.35,53.44
1322117.96,56.49
2401395.47,25.92
2109107.9,22.12
2161549.76,25.43
1898193.95,32.32
2119213.72,31.75
2010974.84,43.82
1951848.43,47.32
1894742.95,50.49
2405395.22,51
2007796.26,65.1
1985784.59,55.43
1878862.42,50.65
1919053.21,54.75
2137202.38,66.74
2033211.62,55.91
1893736.9,60.38
2065984.95,70.97
2203619.35,72.52
2100489.79,67.32
2091903.63,72.62
1973135.87,75.17
2143676.77,70.1
2107285.85,78.09
2031852.16,75.14
1900535.9,77.75
1955896.59,76.03
1910177.38,74.57
2071022.45,75.98
1975374.56,75.34
1946369.57,70.51
2121561.41,75.5
2014954.79,65.02
1948359.78,65.28
1789687.65,69.37
1933719.21,61.08
2060389.27,51.5
1950676.39,59.17
1893955.27,50.52
1891816,57.56
2184316.64,42.78
2187765.28,42.38
2105058.91,45.88
2811634.04,46.66
2416051.17,35.47
2752122.08,24.27
2819193.17,24.07
3766687.43,25.17
1799737.79,28.85
1843030.95,31.43
1884345.01,20.39
1781805.66,27.43
1761506.68,23.21
2351143.07,28.58
2211388.14,25.38
2258616.24,42.95
1938608.52,33.2
2143424.61,37.33
1990932.77,39.53
1931668.64,44.8
1824711.21,44.83
1927993.09,32.43
2027056.39,47.09
2057406.33,55
2313861.81,52.56
1881788.19,62.97
2090838.44,53.41
2036748.53,62.26
1953416.06,59.01
1944433.17,69.12
2182246.69,73.51
2135062.04,73.64
2065191.27,66.41
1950826.32,72.4
2053165.41,69.66
2123787.79,74.69
2039875.75,74.88
1950904.84,78.89
1858440.92,77.47
2189353.63,77.8
2052246.4,73.52
1990017.93,71.25
1933577.2,70.15
2141765.98,70.82
2050542.56,68.74
1979009.46,64.02
1888119.7,62.15
1945808.26,63.44
2135982.79,52.42
2010107.68,62.54
2104241.9,53.69
2065421.52,49.36
2284106.6,43.88
2269975.85,47.27
2169933.82,49.3
2906233.25,46.38
2298776.83,46.32
2546123.78,41.64
2762816.65,37.16
3555371.03,40.19
2043245,36.35
1964701.94,33.42
1911510.64,37.79
1892775.94,27.65
1761016.51,37.19
2203523.2,39.93
2462978.28,33.47
2309025.16,31.11
2045837.55,39.79
2148822.76,39.98
2139265.4,41.14
2064991.71,53.73
1992436.96,66.11
2074721.74,51.52
2565259.92,50.06
2045396.06,45.68
1884427.84,60.11
1886503.93,47.64
2163510.89,62.74
2168097.11,63.19
2039222.26,60.99
2114989,70.04
2143126.59,73.67
2231962.13,62.01
2165160.29,71.51
2060588.69,76.51
2055952.61,74.15
2358055.3,79.2
2134680.12,78.27
1970170.29,76.04
1911559.1,74.6
2094515.71,74.73
2144245.39,75.4
2045061.22,69.57
2005341.43,68.27
2062481.56,72.66
2080529.06,76.36
2047949.98,64.84
2028587.24,60.94
2008350.58,58.65
2246411.89,60.77
2162951.36,47.2
1999363.49,56.26
2031650.55,60.04
798593.88,39.05
809321.44,37.77
867283.25,39.75
749597.24,45.31
747444.32,48.61
712312.89,57.1
727070,54.68
686497.53,51.66
753664.12,64.12
751181.4,65.74
716026.51,67.87
718780.59,64.21
680532.69,66.93
744969.42,70.87
723559.88,73.08
753361.72,74.24
755214.26,80.94
806012.48,82.68
784305.55,83.51
785104.29,86.18
769848.75,87.01
711470.8,82.29
714677.47,81.67
755098.41,85.61
765823.48,87.17
715876.27,83.59
739279.19,90.3
793589.18,89.65
848873.28,89.58
855882.57,86.2
727772.8,82.57
674055.81,79.3
684340.86,83.03
671688.06,80.79
677158.39,70.28
680579.49,65.76
693412.05,68.61
710668.45,70.72
731756.65,67.51
719888.76,58.71
735796.38,60.95
756288.89,51.71
1245628.61,62.96
829210.73,50.43
943891.64,46.35
1147556.83,48.63
1587257.78,51.29
672903.23,47.19
629152.06,44.24
650789.13,34.14
663941.73,42.72
649878.29,44.04
596218.24,36.33
771908.51,34.61
884701.92,59.87
768313.85,61.27
796277.72,59.52
763479.9,54.69
793569,63.26
753711.32,70.33
732056.37,56.36
744782.89,68.62
768390.05,71.01
801302.01,70.79
783250.75,70.19
718898.33,61.87
754236.7,75.04
744836.56,68.36
744389.81,76.86
773878.58,83.82
794397.89,84.71
823220.43,87.54
771298.98,85.72
784639.12,87.57
734099.4,89.16
728311.15,91.05
784490.67,90.27
751167.12,91.56
