Store,Weekly_Sales,Temperature,CPI
11,1216876.52,85.61,218.8860765
11,1343637,86.14,218.6449369
11,1314626.75,85.79,218.4037974
11,1337506.74,87.9,218.3551748
11,1254587.84,86.13,218.45094
11,1297472.06,86.43,218.5467052
11,1334627.96,87.17,218.6424704
11,1266546.73,88.3,218.7275216
11,1290576.44,87.8,218.7857881
11,1212938.67,89.46,218.8440545
11,1403198.94,90.04,218.9023209
11,1354188.43,90.3,218.9605873
11,1484169.74,89.51,219.023271
11,1304706.75,89.09,219.0866908
11,1297792.41,91.44,219.1501106
11,1249439.95,84.91,219.2135305
11,1270816.01,85.11,219.3972867
11,1235775.15,82.14,219.7414914
11,1190515.83,84.4,220.085696
11,1346271.06,76.97,220.4299007
11,1286388.96,75.56,220.7486167
11,1325107.53,70.91,220.9144005
11,1310684.1,72.66,221.0801842
11,1458287.38,61.13,221.245968
11,1366053.69,64.2,221.4117517
11,1315091.63,66.17,221.6432852
11,1848953.48,70.03,221.9011185
11,1399322.44,56.89,222.1589519
11,1646655.94,50.63,222.4167852
11,1783910.06,59.69,222.6426418
11,2213518.5,54.29,222.8258628
11,1352084.21,48.86,223.0090839
11,1283885.55,54.44,223.1923049
11,1264736.59,53.1,223.3755259
11,1207303.29,56.43,223.4700552
11,1162675.85,58.36,223.5645845
11,1376732.18,60.24,223.6591137
11,1574287.76,52.23,223.753643
11,1569607.94,52.77,223.9170153
11,1379473.03,61.11,224.1320199
11,1438383.44,62.61,224.3470245
11,1413382.76,61.44,224.5620291
11,1441884.28,64.21,224.7166953
11,1300593.61,67.16,224.7909104
11,1300104.03,70.23,224.8651254
11,1596325.01,74.19,224.9393405
11,1472752.01,72.74,225.0135556
11,1315356.99,71.97,225.0689541
11,1236238.29,73.4,225.1243526
11,1370251.22,79.07,225.1797511
11,1300147.07,75.13,225.2351496
11,1352442.31,72.53,225.2512024
11,1297335.87,78.44,225.2515168
11,1361595.33,81.67,225.2518313
11,1414343.53,82.1,225.2521458
11,1417875.42,84.97,225.2644795
11,1355680.3,83.26,225.3068615
11,1297028.6,87.86,225.3492435
11,1461129.94,83.44,225.3916254
11,1320239.51,82.46,225.4340074
11,1344483.81,82.41,225.4438827
11,1272395.02,85.43,225.4537579
11,1399341.07,86.94,225.4636332
11,1388973.65,86.21,225.4735085
11,1421307.2,87.73,225.5558664
11,1409515.73,83.17,225.6925864
11,1372872.35,86.49,225.8293063
11,1304584.4,85.17,225.9660263
11,1267675.05,79.61,226.1122067
11,1326132.98,73.64,226.3151496
11,1227430.73,77.67,226.5180926
11,1422794.26,73.37,226.7210356
11,1311965.09,69.94,226.9239785
11,1232073.18,73.77,226.9688442
11,1200729.45,74.26,226.9873637
12,1100046.37,49.47,126.4420645
12,1117863.33,47.87,126.4962581
12,1095421.65,54.83,126.5262857
12,1048617.17,50.23,126.5522857
12,1077018.27,53.77,126.5782857
12,985594.23,50.11,126.6042857
12,972088.34,59.57,126.6066452
12,981615.81,60.06,126.6050645
12,1011822.3,59.84,126.6034839
12,1041238.87,59.25,126.6019032
12,957997.52,64.95,126.5621
12,993833.44,64.55,126.4713333
12,954220.22,67.38,126.3805667
12,1043240.27,70.15,126.2898
12,966054.97,68.44,126.2085484
12,958374.56,76.2,126.1843871
12,955451.16,67.84,126.1602258
12,1049357.36,81.39,126.1360645
12,1016039.71,90.84,126.1119032
12,956211.2,81.06,126.114
12,958007.69,87.27,126.1266
12,951957.31,91.98,126.1392
12,943506.28,90.37,126.1518
12,916402.76,97.18,126.1498065
12,912403.67,99.22,126.1283548
12,913548.25,96.31,126.1069032
12,967576.95,92.95,126.0854516
12,928264.4,87.01,126.064
12,948447.34,92.81,126.0766452
12,1004516.46,93.19,126.0892903
12,1075758.55,83.12,126.1019355
12,903119.03,83.63,126.1145806
12,852882.61,82.45,126.1454667
12,851919.34,81.77,126.1900333
12,850936.26,85.2,126.2346
12,918335.68,71.82,126.2791667
12,862419.84,75,126.3266774
12,857883.46,68.85,126.3815484
12,955294.7,61.09,126.4364194
12,929690.71,65.49,126.4912903
12,942475.24,57.79,126.5461613
12,894493.7,58.18,126.6072
12,1601377.41,47.66,126.6692667
12,1069533.17,43.33,126.7313333
12,1121934.15,50.01,126.7934
12,1295605.35,52.77,126.8794839
12,1768249.89,52.02,126.9835806
12,891736.91,45.64,127.0876774
12,910110.24,37.64,127.1917742
12,812011.8,43.15,127.3009355
12,802105.5,53.53,127.4404839
12,873119.06,50.74,127.5800323
12,1046068.17,45.14,127.7195806
12,1086421.57,51.3,127.859129
12,1128485.1,53.35,127.99525
12,1046203.72,48.45,128.13
12,1085248.21,51.72,128.26475
12,997672.62,57.75,128.3995
12,1009502.01,64.21,128.5121935
12,954107.32,54.4,128.6160645
12,1005463.49,63.63,128.7199355
12,998362.05,64.47,128.8238065
12,990951.77,57.63,128.9107333
12,1016019.47,72.12,128.9553
12,994966.1,68.27,128.9998667
12,1021154.48,68.4,129.0444333
12,977033.5,70.93,129.089
12,924134.99,66.59,129.0756774
12,964332.51,76.67,129.0623548
12,970328.68,71.81,129.0490323
12,996937.95,78.72,129.0357097
12,986504.93,86.84,129.0432
12,997282.75,88.95,129.0663
12,961993.34,89.85,129.0894
12,943717.38,89.9,129.1125
12,936001.98,88.1,129.1338387
12,922231.92,91.17,129.1507742
12,890547.07,93.29,129.1677097
12,988712.52,90.61,129.1846452
12,955913.68,91.04,129.2015806
12,966817.24,91.74,129.2405806
12,1017593.47,94.61,129.2832581
12,1052051.45,93.66,129.3259355
12,922850.57,88,129.3686129
12,889290.23,76.36,129.4306
12,871692.74,82.95,129.5183333
12,866401.45,83.26,129.6060667
12,951244.66,70.44,129.6938
12,927600.01,67.31,129.7706452
12,938604.58,73.05,129.7821613
12,990926.38,67.41,129.7936774
12,1051944.79,59.77,129.8051935
12,1095091.53,48.76,129.8167097
12,970641.34,54.2,129.8268333
12,1591920.42,53.25,129.8364
12,1071383.1,52.5,129.8459667
12,1189646.45,42.17,129.8555333
12,1293404.18,43.29,129.8980645
12,1617612.03,45.4,129.9845484
12,1111638.07,44.64,130.0710323
12,945823.65,50.43,130.1575161
12,865467.86,48.07,130.244
12,855922.64,46.2,130.2792258
12,888203.69,50.43,130.3144516
12,1058767.95,50.58,130.3496774
12,1199330.85,52.27,130.3849032
12,1240048.85,51.8,130.4546207
12,1112034.72,53.13,130.5502069
12,1147636.96,52.27,130.6457931
12,1113208.57,54.54,130.7413793
12,1088498.52,64.44,130.8261935
12,1045419.87,56.26,130.8966452
12,1025382.22,64.36,130.9670968
12,1128765.71,64.05,131.0375484
12,1083811.19,64.28,131.108
12,1006486.96,66.73,131.1173333
12,1004252.38,77.99,131.1266667
12,1073433.69,76.03,131.136
12,1041995.22,77.27,131.1453333
12,1020486.05,84.51,131.0983226
12,991514.21,83.84,131.0287742
12,981345.2,78.11,130.9592258
12,1086231.47,84.83,130.8896774
12,1019555.51,85.94,130.8295333
12,981386.25,91.61,130.7929
12,943124.74,90.47,130.7562667
12,1014898.78,89.13,130.7196333
12,960312.75,95.61,130.683
12,941550.34,85.53,130.7012903
12,916967.92,93.47,130.7195806
12,958667.23,88.16,130.737871
12,984689.9,95.91,130.7561613
12,1005003.12,94.87,130.7909677
12,1048101.39,85.32,130.8381613
12,1061943.49,89.78,130.8853548
12,955146.04,88.52,130.9325484
12,885892.37,83.64,130.9776667
12,922735.37,82.97,131.0103333
12,880415.67,81.22,131.043
12,979825.92,81.61,131.0756667
12,934917.47,71.74,131.1083333
12,960945.43,68.66,131.1499677
12,974697.6,65.95,131.1930968
13,1967220.53,31.53,126.4420645
13,2030933.46,33.16,126.4962581
13,1970274.64,35.7,126.5262857
13,1817850.32,29.98,126.5522857
13,1939980.43,40.65,126.5782857
13,1840686.94,37.62,126.6042857
13,1879794.89,42.49,126.6066452
13,1882095.98,41.48,126.6050645
13,2142482.14,42.15,126.6034839
13,1898321.33,38.97,126.6019032
13,1819660.44,50.39,126.5621
13,1909330.77,55.66,126.4713333
13,1785823.37,48.33,126.3805667
13,2005478.46,44.42,126.2898
13,1890273.44,50.15,126.2085484
13,1853657.6,57.71,126.1843871
13,1877358.86,53.11,126.1602258
13,2022705.22,59.85,126.1360645
13,2037880.96,65.24,126.1119032
13,2003435.31,58.41,126.114
13,1970340.25,71.83,126.1266
13,2018314.71,78.82,126.1392
13,1870843.9,71.33,126.1518
13,1932231.05,77.79,126.1498065
13,1907351.2,82.27,126.1283548
13,1817887.23,78.94,126.1069032
13,1969121.45,81.24,126.0854516
13,1877592.55,74.93,126.064
13,1997397.63,76.34,126.0766452
13,1908278.27,75.31,126.0892903
13,1911852.58,65.71,126.1019355
13,1772143.94,65.74,126.1145806
13,1790279.74,66.84,126.1454667
13,1705655.09,68.22,126.1900333
13,1765584.48,68.74,126.2346
13,1871924.07,63.03,126.2791667
13,1851431.06,54.12,126.3266774
13,1796949.59,56.89,126.3815484
13,1887895.07,45.12,126.4364194
13,1854967.66,49.96,126.4912903
13,1939964.63,42.55,126.5461613
13,1925393.91,42,126.6072
13,2766400.05,28.22,126.6692667
13,2083379.89,25.8,126.7313333
13,2461468.35,36.78,126.7934
13,2771646.81,35.21,126.8794839
13,3595903.2,34.9,126.9835806
13,1675292,26.79,127.0876774
13,1744544.39,16.94,127.1917742
13,1682316.31,20.6,127.3009355
13,1770177.37,34.8,127.4404839
13,1633663.12,31.64,127.5800323
13,1848186.58,23.35,127.7195806
13,1944438.9,30.83,127.859129
13,2003480.59,40.85,127.99525
13,1831933.95,33.17,128.13
13,1894960.68,34.23,128.26475
13,1852432.58,41.28,128.3995
13,1852443.78,44.69,128.5121935
13,1807545.43,42.38,128.6160645
13,1864238.64,42.49,128.7199355
13,1887465.04,42.75,128.8238065
13,1950994.04,41.72,128.9107333
13,2124316.34,47.55,128.9553
13,1895583.12,43.85,128.9998667
13,1986380.4,47.75,129.0444333
13,1958823.56,52.4,129.089
13,1860923.55,52.12,129.0756774
13,1866369.93,54.62,129.0623548
13,1935593.87,52.76,129.0490323
13,1997816.98,61.39,129.0357097
13,2086433.49,63.35,129.0432
13,2009163.08,66.38,129.0663
13,2048035.74,74.29,129.0894
13,2021699.38,77.3,129.1125
13,1956813.31,75.59,129.1338387
13,1987089.36,78.5,129.1507742
13,1880785.69,77.62,129.1677097
13,2076231.8,75.56,129.1846452
13,1970341.38,75.95,129.2015806
13,2090340.98,76.68,129.2405806
13,2035244.54,81.53,129.2832581
13,1953628.82,77,129.3259355
13,1872921.31,70.19,129.3686129
13,1923223.82,67.54,129.4306
13,1847430.96,63.6,129.5183333
13,1835662.69,68.28,129.6060667
13,2067232.56,60.62,129.6938
13,1929659.07,51.74,129.7706452
13,1973544.27,54.66,129.7821613
13,1948733.81,47.41,129.7936774
13,2036317.54,43.51,129.8051935
13,2111592.09,33.8,129.8167097
13,2016323.51,40.65,129.8268333
13,2864170.61,38.89,129.8364
13,2051315.66,33.94,129.8459667
13,2462779.06,24.82,129.8555333
13,2760346.71,27.85,129.8980645
13,3556766.03,24.76,129.9845484
13,1969056.91,31.53,130.0710323
13,1865752.78,33.8,130.1575161
13,1794962.64,25.61,130.244
13,1811606.21,32.71,130.2792258
13,1733983.09,34.32,130.3144516
13,1927780.74,31.39,130.3496774
13,2069284.57,33.73,130.3849032
13,2214477.06,36.57,130.4546207
13,1929768.03,35.38,130.5502069
13,1969742.76,32.36,130.6457931
13,1986445.65,38.24,130.7413793
13,2025582.62,52.5,130.8261935
13,1904421.74,47.83,130.8966452
13,1948982.7,53.2,130.9670968
13,2271614.76,48.85,131.0375484
13,2057637.86,51.7,131.108
13,1955689.12,50.24,131.1173333
13,1970121.65,64.8,131.1266667
13,1995994.51,54.41,131.136
13,2080764.17,56.47,131.1453333
13,2131900.55,65.17,131.0983226
13,2043349.41,62.39,131.0287742
13,2035431.39,61.11,130.9592258
13,2182437.9,68.4,130.8896774
13,2152229.11,65.97,130.8295333
13,2094373,72.89,130.7929
13,2037663.71,82,130.7562667
13,2184980.35,79.23,130.7196333
13,2002750.99,83.68,130.683
13,2053089.32,75.69,130.7012903
13,1914430.53,80.42,130.7195806
13,2044148.23,81.99,130.737871
13,2041019.92,81.69,130.7561613
13,2095769.18,79.4,130.7909677
13,2059458.25,77.37,130.8381613
13,2073855.42,79.18,130.8853548
13,2165796.31,70.65,130.9325484
13,1919917.03,68.55,130.9776667
13,1938379.66,67.96,131.0103333
13,1927664.11,64.8,131.043
13,2041918.74,61.79,131.0756667
13,1999079.44,55.1,131.1083333
13,2018010.15,52.06,131.1499677
13,2035189.66,46.97,131.1930968
14,2623469.95,27.31,181.8711898
14,1704218.84,27.73,181.982317
14,2204556.7,31.27,182.0347816
14,2095591.63,34.89,182.0774691
14,2237544.75,37.13,182.1201566
14,2156035.06,45.8,182.1628441
14,2066219.3,48.79,182.0779857
14,2050396.27,54.36,181.9718697
14,2495630.51,47.74,181.8657537
14,2258781.28,65.45,181.7596377
14,2121788.61,54.28,181.6924769
14,2138144.91,53.47,181.6772564
14,2082355.12,53.15,181.6620359
14,2370116.52,70.75,181.6468154
14,2129771.13,54.26,181.6612792
14,2108187.1,62.62,181.8538486
14,2227152.16,69.27,182.0464181
14,2363601.47,75.93,182.2389876
14,2249570.04,69.71,182.4315571
14,2248645.59,72.62,182.4424199
14,2246179.91,79.32,182.3806
14,2334788.42,76.61,182.3187801
14,2236209.13,82.45,182.2569603
14,2130287.27,77.84,182.2604411
14,2044155.39,81.46,182.3509895
14,2054843.28,79.78,182.4415378
14,2219813.5,77.17,182.5320862
14,2052984.81,78.44,182.6226346
14,2057138.31,76.01,182.6165205
14,2020332.07,71.36,182.6104063
14,2182563.66,78.37,182.6042922
14,2191767.76,70.87,182.598178
14,1953539.85,66.55,182.622509
14,1879891.13,68.59,182.6696737
14,1855703.66,70.58,182.7168385
14,2091663.2,56.49,182.7640032
14,1932162.63,58.61,182.8106203
14,1936621.09,53.15,182.8558685
14,1984768.34,61.3,182.9011166
14,2078417.47,45.65,182.9463648
14,2092189.06,46.14,182.9916129
14,1968462.58,50.02,182.8989385
14,2921709.71,46.15,182.7832769
14,2258489.63,40.93,182.6676154
14,2600519.26,30.54,182.5519538
14,2762861.41,30.51,182.517732
14,3818686.45,30.59,182.54459
14,1623716.46,29.67,182.5714479
14,1864746.1,34.32,182.5983058
14,1699095.9,24.78,182.6585782
14,1743188.87,30.55,182.9193368
14,1613718.38,24.05,183.1800955
14,1995891.87,28.73,183.4408542
14,1980405.03,30.3,183.7016129
14,2019031.67,40.7,183.9371353
14,1875708.88,35.78,184.1625632
14,2041215.61,38.65,184.3879911
14,1931104.67,45.01,184.613419
14,1932491.42,46.66,184.809719
14,1879451.23,41.76,184.9943679
14,1869110.55,37.27,185.1790167
14,2037798.88,48.71,185.3636656
14,1974960.86,53.69,185.5339821
14,2256461.39,53.04,185.6684673
14,1930617.64,66.18,185.8029526
14,2095599.93,58.21,185.9374378
14,2004330.3,60.38,186.0719231
14,1959967.8,62.28,185.9661154
14,2080694.24,69.7,185.8603077
14,2079899.47,76.38,185.7545
14,2132446,73.88,185.6486923
14,2082083.34,69.32,185.6719333
14,2069523.52,74.85,185.7919609
14,2074668.19,74.04,185.9119885
14,2063401.06,77.49,186.032016
14,1953544.76,78.47,186.1399808
14,1882070.88,82.33,186.2177885
14,1871021.01,81.31,186.2955962
14,2066020.69,78.22,186.3734038
14,1928773.82,77,186.4512115
14,1896873.99,72.98,186.5093071
14,2273470.62,72.55,186.5641172
14,1750891.47,70.63,186.6189274
14,2202742.9,71.48,186.6737376
14,1864637.89,69.17,186.8024
14,1871555.64,63.75,187.0295321
14,1809989.29,70.66,187.2566641
14,2078796.76,55.82,187.4837962
14,1890870.75,63.82,187.6917481
14,2009004.59,59.6,187.7846197
14,2056846.12,51.78,187.8774913
14,2174056.71,43.92,187.9703629
14,2081534.65,47.65,188.0632345
14,1969360.72,51.34,188.1983654
14,2685351.81,48.71,188.3504
14,2143080.57,50.19,188.5024346
14,2470581.29,46.57,188.6544692
14,2594363.09,39.93,188.7979349
14,3369068.99,42.27,188.9299752
14,1914148.89,37.79,189.0620155
14,1859144.96,35.88,189.1940558
14,1696248.27,41.18,189.3260962
14,1789113.32,31.85,189.4214733
14,1595362.27,37.93,189.5168505
14,1877410.36,42.96,189.6122277
14,2077256.24,37,189.7076048
14,2020550.99,36.85,189.8424834
14,1875040.16,42.86,190.0069881
14,1926004.99,41.55,190.1714927
14,2020839.31,45.52,190.3359973
14,1941040.5,50.56,190.4618964
14,1893447.71,59.45,190.5363213
14,1905033.01,50.04,190.6107463
14,2376022.26,49.73,190.6851712
14,1912909.69,51.83,190.7595962
14,1875686.44,63.13,190.8138013
14,1784029.95,53.2,190.8680064
14,1949354.29,55.21,190.9222115
14,1987531.05,61.24,190.9764167
14,1932233.17,66.3,190.9964479
14,2030869.61,67.21,191.0028096
14,2049485.49,74.48,191.0091712
14,2099615.88,64.3,191.0155329
14,1905733.68,71.93,191.0299731
14,1660228.88,74.22,191.0646096
14,1591835.02,75.22,191.0992462
14,1862128.95,82.99,191.1338827
14,1544422.35,79.97,191.1685192
14,1553250.16,78.89,191.1670428
14,1479514.66,77.2,191.1655664
14,1656886.46,76.58,191.16409
14,1648570.03,78.65,191.1626135
14,1660433.3,75.71,191.2284919
14,1621841.33,72.62,191.3448865
14,1613342.19,75.09,191.461281
14,1904512.34,75.7,191.5776756
14,1554794.22,67.87,191.69985
14,1565352.46,65.32,191.8567038
14,1522512.2,64.88,192.0135577
14,1687592.16,64.89,192.1704115
14,1639585.61,54.47,192.3272654
14,1590274.72,56.47,192.3308542
14,1704357.62,58.85,192.3088989
15,652122.44,19.83,131.5279032
15,682447.1,22,131.5866129
15,660838.75,27.54,131.637
15,564883.2,29.87,131.686
15,605325.43,31.79,131.735
15,604173.59,41.39,131.784
15,593710.67,44.69,131.8242903
15,592111.49,39.53,131.863129
15,718470.71,45.27,131.9019677
15,634605.77,57.77,131.9408065
15,641208.65,49.63,131.9809
15,643097.6,46.54,132.0226667
15,570791.11,49.09,132.0644333
15,661348.88,63.16,132.1062
15,594385.2,47.13,132.152129
15,616598.1,59.09,132.2230323
15,744772.88,70.61,132.2939355
15,693192.5,69.99,132.3648387
15,619337.29,61.04,132.4357419
15,652329.53,65.83,132.4733333
15,672194.03,72.79,132.4976
15,709337.11,66.13,132.5218667
15,691497.62,77.33,132.5461333
15,633203.69,72.83,132.5667742
15,598553.43,73.2,132.5825806
15,619224.06,72.04,132.5983871
15,639651.24,72.7,132.6141935
15,622437.08,72.17,132.63
15,637090.44,71.1,132.6616129
15,649791.15,65.07,132.6932258
15,638647.21,73.17,132.7248387
15,641965.2,62.36,132.7564516
15,583210.87,57.94,132.7670667
15,548542.47,62.53,132.7619333
15,566945.95,59.69,132.7568
15,591603.79,52.19,132.7516667
15,577011.26,49.96,132.7633548
15,600395.73,47.1,132.8170968
15,598301.5,55.09,132.8708387
15,612987.64,40.29,132.9245806
15,619639.74,39.63,132.9783226
15,608200.81,44.1,132.9172
15,1120018.92,40.71,132.8369333
15,754134.95,36,132.7566667
15,847294.04,23.97,132.6764
15,983825.15,25.3,132.6804516
15,1368318.17,25.07,132.7477419
15,543754.17,26.54,132.8150323
15,509640.77,30.53,132.8823226
15,479424.2,19.53,132.9510645
15,487311.03,21.84,133.0285161
15,481119.6,19.61,133.1059677
15,556550.85,20.69,133.1834194
15,582864.35,21.64,133.260871
15,649993.5,33.06,133.3701429
15,547564.09,20.87,133.4921429
15,573374.49,28.16,133.6141429
15,537035.28,34.27,133.7361429
15,551553.99,40.23,133.8492258
15,527389.28,32.63,133.9587419
15,542556.05,30.34,134.0682581
15,587370.81,40.94,134.1777742
15,607691.36,48.63,134.2784667
15,655318.26,41.37,134.3571
15,560764.41,55.46,134.4357333
15,630522.67,49.87,134.5143667
15,630482.91,57.07,134.593
15,593941.9,57.19,134.6803871
15,636193.24,65.87,134.7677742
15,695396.19,69.8,134.8551613
15,642679.81,69.86,134.9425484
15,639928.85,63.9,135.0837333
15,656594.95,69.96,135.2652667
15,674669.16,67.43,135.4468
15,635118.48,73.47,135.6283333
15,624114.56,73.34,135.7837419
15,607475.44,79.97,135.8738387
15,577511.02,74.67,135.9639355
15,607961.21,73.63,136.0540323
15,590836.37,70.63,136.144129
15,599488.98,70.41,136.183129
15,605413.17,69.19,136.2136129
15,649159.68,67.63,136.2440968
15,607593.51,67.59,136.2745806
15,545052.34,62.1,136.3145
15,545570.86,59,136.367
15,521297.31,64.87,136.4195
15,579068.88,51.24,136.472
15,537300.94,61.3,136.5150968
15,603318.89,51.67,136.5017742
15,589842.69,45.54,136.4884516
15,615121.78,43.39,136.475129
15,618949.82,47.13,136.4618065
15,597856.51,46.53,136.4666667
15,1066478.1,41.1,136.4788
15,699028.66,45.67,136.4909333
15,764565.55,38.53,136.5030667
15,870415.49,35.49,136.5335161
15,1182691.87,34.93,136.5883871
15,603460.79,31.44,136.6432581
15,516087.65,30.24,136.698129
15,454183.42,36.26,136.753
15,492721.85,21.39,136.8564194
15,466045.63,30.87,136.9598387
15,523831.64,35.3,137.0632581
15,628218.22,31.91,137.1666774
15,598502.83,30.26,137.2583103
15,561137.06,33.18,137.3411034
15,541292.64,33.24,137.4238966
15,545120.67,36.97,137.5066897
15,570611.23,47.42,137.5843871
15,565481.88,58.92,137.6552903
15,557547.25,42.65,137.7261935
15,659950.36,40.01,137.7970968
15,558585.13,43.52,137.868
15,534780.57,54.47,137.9230667
15,527402.62,41.57,137.9781333
15,577868.38,51.04,138.0332
15,579539.95,54.23,138.0882667
15,600050.98,58.84,138.1065806
15,693780.42,67.97,138.1101935
15,663971.26,67.61,138.1138065
15,611390.67,59.35,138.1174194
15,636737.65,67.7,138.1295333
15,687085.6,74.28,138.1629
15,624099.48,68.91,138.1962667
15,678024.75,74.64,138.2296333
15,591335.5,72.62,138.263
15,592369.22,75.31,138.2331935
15,571190.83,73.9,138.2033871
15,590739.62,73.13,138.1735806
15,590453.63,73.99,138.1437742
15,579738.2,70.29,138.1857097
15,606210.77,66.98,138.2814516
15,610185.32,71.42,138.3771935
15,587259.82,71.61,138.4729355
15,527509.76,65.44,138.5673
15,533161.64,60.34,138.6534
15,553901.97,57.13,138.7395
15,573498.64,59.57,138.8256
15,551799.63,49.12,138.9117
15,555652.77,52.89,138.8336129
15,558473.6,55.75,138.7281613
16,477409.3,19.79,189.3816974
16,472044.28,20.87,189.4642725
16,469868.7,21.13,189.5340998
16,443242.17,18.12,189.6018023
16,444181.85,27.92,189.6695049
16,445393.74,28.64,189.7372075
16,504307.35,33.45,189.734262
16,483177.2,29.88,189.7195417
16,490503.69,36.19,189.7048215
16,424083.99,34.21,189.6901012
16,436312.41,45.69,189.6628845
16,370230.94,44.9,189.6190057
16,383550.93,37.75,189.575127
16,403217.22,37.43,189.5312483
16,401770.9,41.26,189.4904116
16,435300.51,47.34,189.467827
16,479430,52.08,189.4452425
16,516295.81,53.76,189.422658
16,535587.31,62.63,189.4000734
16,540149.85,52.4,189.4185259
16,546554.96,62.37,189.4533931
16,610641.42,64.44,189.4882603
16,614253.33,61.79,189.5231276
16,586583.69,67.68,189.6125456
16,588344.18,70.67,189.774698
16,562633.67,70.71,189.9368504
16,586936.45,67.42,190.0990028
16,543757.97,63.91,190.2611552
16,521516.96,63.59,190.2948237
16,581010.52,65.66,190.3284922
16,542087.89,58.02,190.3621607
16,537518.57,57.24,190.3958293
16,522049.52,56.55,190.4688287
16,511330.32,58.19,190.5713264
16,463977.54,59.39,190.6738241
16,442894.2,54.29,190.7763218
16,452169.28,45,190.8623087
16,541216.92,45.85,190.9070184
16,495022.51,35.76,190.951728
16,446905.02,39.94,190.9964377
16,453632.76,34.04,191.0411474
16,458634.68,27.26,191.0312172
16,651837.77,23.46,191.0121805
16,512260.59,23.68,190.9931437
16,570103.64,32.02,190.9741069
16,648652.01,26.01,191.0303376
16,1004730.69,32.46,191.1430189
16,575317.38,19.66,191.2557002
16,573545.96,12.39,191.3683815
16,470365.59,17.46,191.4784939
16,462888.13,28.6,191.5731924
16,448391.99,20.8,191.667891
16,479263.15,13.64,191.7625895
16,466806.89,15.02,191.8572881
16,491179.79,27.18,191.9178331
16,475201.64,26.15,191.9647167
16,484829.07,31.77,192.0116004
16,457504.35,29.36,192.058484
16,497373.49,36.5,192.1237981
16,465279.68,32.61,192.1964844
16,459756.11,35.75,192.2691707
16,439276.5,38.04,192.3418571
16,427855.24,34.59,192.4225954
16,368600,40.74,192.5234638
16,378100.31,37.77,192.6243322
16,423805.22,38.64,192.7252006
16,410406.95,43.29,192.826069
16,435397.19,43.95,192.831317
16,444718.68,45.17,192.8365651
16,531080.31,54.08,192.8418131
16,600952.06,55.78,192.8470612
16,581546.23,58.34,192.9034759
16,569105.03,54.36,192.9982655
16,608737.56,63.59,193.0930552
16,634634.66,65,193.1878448
16,586841.77,65.16,193.3125484
16,581758.22,65.36,193.5120367
16,582381.95,66.84,193.711525
16,592981.33,63.96,193.9110133
16,563884.47,67.09,194.1105017
16,554630.42,68.83,194.2500634
16,557312.01,67.51,194.3796374
16,580805.33,63.44,194.5092113
16,574622.56,56.99,194.6387853
16,539081.09,53.68,194.7419707
16,504856.97,50.39,194.8099713
16,450075.31,57.61,194.8779718
16,482926.93,48.91,194.9459724
16,498241.06,39.97,195.0261012
16,560104.16,46.99,195.1789994
16,505918.21,41.97,195.3318977
16,511059.95,33.43,195.4847959
16,513181.31,29.56,195.6376941
16,480353.64,31.73,195.7184713
16,712422.4,31.39,195.7704
16,530492.84,27.83,195.8223287
16,574798.86,14.44,195.8742575
16,679481.9,22.5,195.9841685
16,950691.96,20.79,196.1713893
16,665861.06,23.91,196.3586101
16,564538.07,26.49,196.5458309
16,508520.09,19.55,196.7330517
16,474389.75,29.3,196.7796652
16,453979.19,28.17,196.8262786
16,475905.1,25.53,196.8728921
16,473766.97,23.69,196.9195056
16,494069.49,31.19,196.9432711
16,495720.3,26.21,196.9499007
16,464189.09,23.4,196.9565303
16,495951.66,28.16,196.9631599
16,520850.71,38.02,197.0457208
16,493503.89,38.7,197.2295234
16,485095.41,48.29,197.4133259
16,502662.07,48.93,197.5971285
16,450756.71,45.83,197.780931
16,436221.26,43.61,197.7227385
16,398445.15,59.69,197.664546
16,426959.62,51.34,197.6063534
16,479855,53.57,197.5481609
16,493506.47,56.74,197.5553137
16,518045.09,57.36,197.5886046
16,532311.93,58.97,197.6218954
16,603618.89,65.43,197.6551863
16,570045.79,65.36,197.692292
16,581745.72,70.41,197.7389345
16,570162.28,77.31,197.785577
16,641763.53,70.49,197.8322195
16,569005.06,70.29,197.8788621
16,565297.54,68.43,197.9290378
16,539337.87,69,197.9792136
16,584000.71,68.59,198.0293893
16,554036.84,70.24,198.0795651
16,521896.6,62.07,198.1001057
16,551152.15,61.44,198.0984199
16,551837.31,64.19,198.0967341
16,537138.58,60.09,198.0950484
16,526525.16,56.69,198.1267184
16,509942.56,56.48,198.358523
16,469607.73,51.4,198.5903276
16,471281.68,50.46,198.8221322
16,491817.19,43.26,199.0539368
16,577198.97,40.59,199.1481963
16,475770.14,40.99,199.2195317
17,789036.02,23.11,126.4420645
17,841951.91,18.36,126.4962581
17,800714,25.06,126.5262857
17,749549.55,15.64,126.5522857
17,783300.05,31.58,126.5782857
17,763961.82,29.71,126.6042857
17,752034.52,33.96,126.6066452
17,793097.64,35.59,126.6050645
17,848521.17,36.94,126.6034839
17,770228.02,34.05,126.6019032
17,757738.76,45.22,126.5621
17,977790.83,52.25,126.4713333
17,807798.73,43.82,126.3805667
17,843848.65,40.26,126.2898
17,813756.09,47.28,126.2085484
17,826626.5,53.94,126.1843871
17,872817.62,48.19,126.1602258
17,876902.87,53.79,126.1360645
17,845252.21,57.14,126.1119032
